device_id,location,ts,temp_c,hum_rel,cpu_pct,status
device-01,MAD-DC,2025-07-01 00:00:00,24.51221643580704,38.467277115717465,32.309011904643576,OK
device-01,MAD-DC,2025-07-01 01:00:00,25.562695819877938,40.89134697109065,36.6779240030672,OK
device-01,MAD-DC,2025-07-01 02:00:00,23.818035093189128,40.49275410326426,24.85833022852099,OK
device-01,MAD-DC,2025-07-01 03:00:00,23.25031531905626,39.20665927492835,37.87967587286061,OK
device-01,MAD-DC,2025-07-01 04:00:00,23.847033941663348,40.466798451671124,22.40395166600672,OK
device-01,MAD-DC,2025-07-01 05:00:00,23.771543108955655,38.228772889927825,17.39466925334282,OK
device-01,MAD-DC,2025-07-01 06:00:00,23.049368488955295,39.04179423771247,,OK
device-01,MAD-DC,2025-07-01 07:00:00,24.393968331720107,39.55129080815059,31.206427144478607,OK
device-01,MAD-DC,2025-07-01 08:00:00,22.009127641169574,39.57476756131883,30.91533146865262,OK
device-01,MAD-DC,2025-07-01 09:00:00,24.33310208183829,37.192062591253936,19.272307292220503,OK
device-01,MAD-DC,2025-07-01 10:00:00,21.761140554677834,41.57127135612706,27.257631209597168,OK
device-01,MAD-DC,2025-07-01 11:00:00,25.01970672764994,37.389176421167576,44.28334661351043,OK
device-01,MAD-DC,2025-07-01 12:00:00,22.949963121609205,37.40019543178643,27.770743077611247,OK
device-01,MAD-DC,2025-07-01 13:00:00,22.654713120492357,43.89230805463338,33.49856437393992,OK
device-01,MAD-DC,2025-07-01 14:00:00,23.25008398185728,36.132138761297426,38.88972506301239,OK
device-01,MAD-DC,2025-07-01 15:00:00,23.547310843437952,39.7698532305481,36.2245006878307,OK
device-01,MAD-DC,2025-07-01 16:00:00,20.674726084281016,42.083896590181794,26.98972323426421,OK
device-01,MAD-DC,2025-07-01 17:00:00,24.382896354771656,42.580761182105334,24.218909377310702,OK
device-01,MAD-DC,2025-07-01 18:00:00,24.54029482231052,45.77271308227578,29.56532697179429,OK
device-01,MAD-DC,2025-07-01 19:00:00,24.822852018419166,39.12525171935457,35.88695529943178,OK
device-01,MAD-DC,2025-07-01 20:00:00,23.469054528313787,41.66139698079818,30.72631706272152,OK
device-01,MAD-DC,2025-07-01 21:00:00,24.914934562477637,35.10683602430328,27.957747882320763,OK
device-01,MAD-DC,2025-07-01 22:00:00,23.214770184753988,40.521672377239916,35.04431311751344,OK
device-01,MAD-DC,2025-07-01 23:00:00,23.01255935587101,34.777718332655475,,OK
device-01,MAD-DC,2025-07-02 00:00:00,24.0316378823583,42.93419183783913,28.503677479058926,WARN
device-01,MAD-DC,2025-07-02 01:00:00,23.530732071609982,37.24038652444793,48.20657370473253,OK
device-01,MAD-DC,2025-07-02 02:00:00,25.26367146705514,36.89686443642459,27.62518189231955,OK
device-01,MAD-DC,2025-07-02 03:00:00,22.366714923989093,33.54388730892382,45.307376643890414,OK
device-01,MAD-DC,2025-07-02 04:00:00,23.837972955393116,35.92031020611739,45.24456817938859,OK
device-01,MAD-DC,2025-07-02 05:00:00,22.458006062405886,41.48444611512832,47.06973055122995,OK
device-01,MAD-DC,2025-07-02 06:00:00,24.111940568127043,39.784387541287636,44.47018592425216,OK
device-01,MAD-DC,2025-07-02 07:00:00,25.58522941114807,41.84946317417187,34.8961928966936,OK
device-01,MAD-DC,2025-07-02 08:00:00,23.78586912920476,33.02401736672809,34.25919628531111,OK
device-01,MAD-DC,2025-07-02 09:00:00,23.57414948220854,37.48937772549964,26.61218021615514,OK
device-01,MAD-DC,2025-07-02 10:00:00,25.68945369605148,37.49118699911483,29.811340998645,OK
device-01,MAD-DC,2025-07-02 11:00:00,23.93059089308945,,33.05545023028972,OK
device-01,MAD-DC,2025-07-02 12:00:00,22.70020160721622,29.930039396078385,40.86166547145218,OK
device-01,MAD-DC,2025-07-02 13:00:00,,44.85886527068172,41.04035890411333,OK
device-01,MAD-DC,2025-07-02 14:00:00,22.99111887659196,43.37125568647936,35.950961081151235,OK
device-01,MAD-DC,2025-07-02 15:00:00,21.381301803827366,38.47113726394538,30.1918081164877,OK
device-01,MAD-DC,2025-07-02 16:00:00,23.521191868356112,31.750506096425433,28.63759549227982,OK
device-01,MAD-DC,2025-07-02 17:00:00,,42.00177066750617,21.969310600640952,OK
device-01,MAD-DC,2025-07-02 18:00:00,,38.33991425768649,40.99540489232319,OK
device-01,MAD-DC,2025-07-02 19:00:00,23.681316908119797,42.94599437078669,26.11418811551623,WARN
device-01,MAD-DC,2025-07-02 20:00:00,25.30901962522272,41.510009161048494,30.004720543813026,WARN
device-01,MAD-DC,2025-07-02 21:00:00,25.584836101584067,40.22397132486596,30.399244809618622,OK
device-01,MAD-DC,2025-07-02 22:00:00,24.74172311570729,38.98713552151117,27.855277617037085,OK
device-01,MAD-DC,2025-07-02 23:00:00,25.494399507103534,38.03815370402652,43.87876479536804,WARN
device-01,MAD-DC,2025-07-03 00:00:00,27.779363249962103,44.64094180395429,33.49244006840386,WARN
device-01,MAD-DC,2025-07-03 01:00:00,25.01272304214769,38.1901777761037,29.828888482377213,OK
device-01,MAD-DC,2025-07-03 02:00:00,22.23566048744041,42.52024337881609,21.696170440456626,OK
device-01,MAD-DC,2025-07-03 03:00:00,23.9195159769199,37.0723085025939,20.30491864654742,OK
device-01,MAD-DC,2025-07-03 04:00:00,25.702673452101962,,36.41625099321268,OK
device-01,MAD-DC,2025-07-03 05:00:00,21.96802333592894,33.63395677803702,35.46773777299425,OK
device-01,MAD-DC,2025-07-03 06:00:00,22.689509304979442,32.85641847837566,32.94290354558966,OK
device-01,MAD-DC,2025-07-03 07:00:00,21.227903196873168,35.87465085740954,30.671685741063772,OK
device-01,MAD-DC,2025-07-03 08:00:00,23.681731410044925,42.222293622095535,29.19214654429546,OK
device-01,MAD-DC,2025-07-03 09:00:00,24.131912719426243,41.74989403697982,33.22587865702919,OK
device-01,MAD-DC,2025-07-03 10:00:00,22.957264086767452,39.025285335207606,23.710535771986695,OK
device-01,MAD-DC,2025-07-03 11:00:00,24.07280719080167,41.58054249384734,35.128682446540516,OK
device-01,MAD-DC,2025-07-03 12:00:00,25.41325939633426,40.803754122669964,25.606770968843435,OK
device-01,MAD-DC,2025-07-03 13:00:00,23.983458024638292,35.41233549285721,36.7038590604073,OK
device-01,MAD-DC,2025-07-03 14:00:00,23.28718316068089,39.102917834730945,26.275548909007377,OK
device-01,MAD-DC,2025-07-03 15:00:00,23.214003688610838,37.41971834483901,40.3808187798573,OK
device-01,MAD-DC,2025-07-03 16:00:00,21.717238714212687,38.561102614323126,26.467925272023642,OK
device-01,MAD-DC,2025-07-03 17:00:00,23.493329770368,41.566808437948694,33.12698261961995,OK
device-01,MAD-DC,2025-07-03 18:00:00,25.491277472280675,46.02866332553249,36.689703563611005,OK
device-01,MAD-DC,2025-07-03 19:00:00,23.57389522568175,43.35631197540092,44.61111888365487,OK
device-01,MAD-DC,2025-07-03 20:00:00,20.644958404217807,35.19173652015657,45.6748656932604,OK
device-01,MAD-DC,2025-07-03 21:00:00,24.775659289574094,39.51968390771888,38.58051302030415,OK
device-01,MAD-DC,2025-07-03 22:00:00,25.26597159706864,40.08658879874832,46.55022558303416,FAIL
device-01,MAD-DC,2025-07-03 23:00:00,23.78002466643343,38.50313723821457,36.697139221026646,WARN
device-01,MAD-DC,2025-07-04 00:00:00,23.344869890196296,42.71441857510835,41.94443679004809,OK
device-01,MAD-DC,2025-07-04 01:00:00,23.08481570408565,41.62782360679105,45.6610717692981,OK
device-01,MAD-DC,2025-07-04 02:00:00,23.95383497786121,40.627026324516855,27.2929844051311,OK
device-01,MAD-DC,2025-07-04 03:00:00,22.035968403912964,39.23518876615763,34.42466409179745,OK
device-01,MAD-DC,2025-07-04 04:00:00,23.519421699035284,37.06967659506741,34.37015523502895,OK
device-01,MAD-DC,2025-07-04 05:00:00,25.559034307391908,42.96194429172186,35.83432345374973,OK
device-01,MAD-DC,2025-07-04 06:00:00,23.897873796973467,38.89102629572744,30.634556203056285,OK
device-01,MAD-DC,2025-07-04 07:00:00,23.059928935525505,37.74117719768114,41.15700097872459,FAIL
device-01,MAD-DC,2025-07-04 08:00:00,23.205963768299892,33.23651140734221,32.50585642540893,OK
device-01,MAD-DC,2025-07-04 09:00:00,22.781585256533294,,33.29862283772042,OK
device-01,MAD-DC,2025-07-04 10:00:00,24.12040740683135,38.3649280392226,35.653030626711946,OK
device-01,MAD-DC,2025-07-04 11:00:00,24.881192058005627,37.821692338272285,20.844862893518773,OK
device-01,MAD-DC,2025-07-04 12:00:00,24.083536204418063,40.99659854714736,38.4867964151468,OK
device-01,MAD-DC,2025-07-04 13:00:00,24.297915029813783,41.87802935518901,21.836422604823138,OK
device-01,MAD-DC,2025-07-04 14:00:00,22.567640434844698,41.450476018377266,27.438119877419105,OK
device-01,MAD-DC,2025-07-04 15:00:00,24.568002690252023,37.44245225159428,28.325114415987237,FAIL
device-01,MAD-DC,2025-07-04 16:00:00,23.68886961684325,37.641945095199084,45.978254081343316,OK
device-01,MAD-DC,2025-07-04 17:00:00,25.32456130282192,40.89218224808533,48.8406476879895,OK
device-01,MAD-DC,2025-07-04 18:00:00,24.307562059000826,32.6472029324337,33.42344833331549,OK
device-01,MAD-DC,2025-07-04 19:00:00,22.0512421185212,35.1714891945777,50.516216322412035,FAIL
device-01,MAD-DC,2025-07-04 20:00:00,24.898025301525855,41.44437011542563,45.763147279799384,OK
device-01,MAD-DC,2025-07-04 21:00:00,23.222810757722606,40.857314696721886,40.137350119738926,OK
device-01,MAD-DC,2025-07-04 22:00:00,26.065236653256257,38.85440192783808,21.36120679520571,OK
device-01,MAD-DC,2025-07-04 23:00:00,24.937643611538096,41.520384377530114,45.148436321603626,OK
device-01,MAD-DC,2025-07-05 00:00:00,24.41501470355509,36.345300732686745,46.497124115213936,OK
device-01,MAD-DC,2025-07-05 01:00:00,24.323596274261007,35.03318887430595,30.06328800774005,FAIL
device-01,MAD-DC,2025-07-05 02:00:00,23.345694673514817,40.82724541475047,41.263708367721705,OK
device-01,MAD-DC,2025-07-05 03:00:00,24.15183112386772,40.28765751663436,38.89556483630932,OK
device-01,MAD-DC,2025-07-05 04:00:00,23.63090434459745,36.616276512016185,15.08681143781995,OK
device-01,MAD-DC,2025-07-05 05:00:00,23.82270878746513,40.614317153679735,44.213293493399085,OK
device-01,MAD-DC,2025-07-05 06:00:00,26.295325738182793,38.38803538471043,48.145835432381546,OK
device-01,MAD-DC,2025-07-05 07:00:00,24.961694563559174,38.20569253319225,38.4367243943183,OK
device-01,MAD-DC,2025-07-05 08:00:00,21.824667037711173,45.64412171885581,37.987376192834,OK
device-01,MAD-DC,2025-07-05 09:00:00,,41.90433964876435,43.55923332840107,OK
device-01,MAD-DC,2025-07-05 10:00:00,24.922220254697184,39.92386655374175,35.50056847342613,OK
device-01,MAD-DC,2025-07-05 11:00:00,23.91370667307063,40.46047217165929,39.38047953418049,OK
device-01,MAD-DC,2025-07-05 12:00:00,25.593295240280664,40.51914931533458,42.85976837812424,OK
device-01,MAD-DC,2025-07-05 13:00:00,22.789198608365883,38.299364102204514,34.633537226691345,OK
device-01,MAD-DC,2025-07-05 14:00:00,25.10233291001576,39.09981724159028,41.36688548095445,OK
device-01,MAD-DC,2025-07-05 15:00:00,23.74603604071047,43.10988054657899,44.35718963929651,OK
device-01,MAD-DC,2025-07-05 16:00:00,22.94162032487023,40.944829948385916,40.82255397316854,OK
device-01,MAD-DC,2025-07-05 17:00:00,24.82343331691892,43.43892031844368,30.71819861876126,OK
device-01,MAD-DC,2025-07-05 18:00:00,22.980276265248474,42.6063426014431,37.132119821180055,WARN
device-01,MAD-DC,2025-07-05 19:00:00,24.852076445832463,40.36527977734783,16.36522109567576,OK
device-01,MAD-DC,2025-07-05 20:00:00,23.30364382162458,36.12531831595797,37.44253446649317,OK
device-01,MAD-DC,2025-07-05 21:00:00,23.2165122482829,44.683419333003705,36.11679605086267,OK
device-01,MAD-DC,2025-07-05 22:00:00,24.687588639432526,45.01236406922709,33.208780040505324,OK
device-01,MAD-DC,2025-07-05 23:00:00,24.250718391171898,36.623597803852235,34.95282687451867,WARN
device-01,MAD-DC,2025-07-06 00:00:00,24.861165369097755,38.21142798278435,36.96128912420752,OK
device-01,MAD-DC,2025-07-06 01:00:00,22.176883878432434,37.71332324205706,44.00163037206721,OK
device-01,MAD-DC,2025-07-06 02:00:00,25.09250017128567,39.484415509710935,37.54933495935814,WARN
device-01,MAD-DC,2025-07-06 03:00:00,24.559731731067213,38.421821637323355,30.99526718808861,OK
device-01,MAD-DC,2025-07-06 04:00:00,23.884453727811785,41.253547565474385,47.983163977678835,OK
device-01,MAD-DC,2025-07-06 05:00:00,24.178132344089484,37.89359652191699,46.934596793449955,OK
device-01,MAD-DC,2025-07-06 06:00:00,21.621291977442286,39.21487161859512,38.47666472846672,OK
device-01,MAD-DC,2025-07-06 07:00:00,24.234170416967007,40.922364264361335,26.684582787607535,OK
device-01,MAD-DC,2025-07-06 08:00:00,25.227431614531646,36.978084160439984,28.368783014104288,OK
device-01,MAD-DC,2025-07-06 09:00:00,24.149978282872276,39.78042312684059,29.890233492911225,OK
device-01,MAD-DC,2025-07-06 10:00:00,22.852341414545887,,44.004148596593666,FAIL
device-01,MAD-DC,2025-07-06 11:00:00,23.3873721927863,45.751007229715995,32.74259456258885,OK
device-01,MAD-DC,2025-07-06 12:00:00,23.029111776994476,41.32303377247723,37.444305324590125,OK
device-01,MAD-DC,2025-07-06 13:00:00,23.68143244305723,44.55729114353965,26.091258740536695,OK
device-01,MAD-DC,2025-07-06 14:00:00,24.112172295709463,40.36041127940625,31.43240963989631,WARN
device-01,MAD-DC,2025-07-06 15:00:00,26.150586953031056,39.77879803888737,37.28420604608063,OK
device-01,MAD-DC,2025-07-06 16:00:00,22.93987033940359,34.177130801681756,32.795267674364744,OK
device-01,MAD-DC,2025-07-06 17:00:00,24.595976521520946,39.73745446135532,28.413724053758543,OK
device-01,MAD-DC,2025-07-06 18:00:00,23.62467791493053,42.23366566985525,50.078689076158895,OK
device-01,MAD-DC,2025-07-06 19:00:00,25.630953740790552,36.22132833126351,31.474502911105713,OK
device-01,MAD-DC,2025-07-06 20:00:00,25.811772959107238,37.1058598543374,36.44671988406132,OK
device-01,MAD-DC,2025-07-06 21:00:00,22.46397817730284,42.1461617971643,33.62148899056854,FAIL
device-01,MAD-DC,2025-07-06 22:00:00,21.462068290968894,38.68374043115721,38.84544866332821,OK
device-01,MAD-DC,2025-07-06 23:00:00,22.779837061361853,36.186577610621754,53.886600447001,OK
device-01,MAD-DC,2025-07-07 00:00:00,24.916275429556343,34.88885048316412,31.691302405127765,OK
device-01,MAD-DC,2025-07-07 01:00:00,24.70851137980015,32.81029489630194,43.90481694673652,OK
device-01,MAD-DC,2025-07-07 02:00:00,25.797083791224477,33.70740504316646,38.760786562629704,OK
device-01,MAD-DC,2025-07-07 03:00:00,22.422170982956853,41.01247897447988,44.59068172510137,WARN
device-01,MAD-DC,2025-07-07 04:00:00,25.037991006787305,36.321424882380555,50.72920592791209,OK
device-01,MAD-DC,2025-07-07 05:00:00,23.89338173035994,36.08540915174893,34.82344767531704,OK
device-01,MAD-DC,2025-07-07 06:00:00,22.792393052661637,40.49056870076262,42.73362314052165,OK
device-01,MAD-DC,2025-07-07 07:00:00,22.741140098327236,35.9233845823639,30.058404178355772,OK
device-01,MAD-DC,2025-07-07 08:00:00,23.836934128666098,38.72619361098254,44.83515999069147,OK
device-01,MAD-DC,2025-07-07 09:00:00,23.08558142845915,28.707562659369792,59.73392553675715,OK
device-01,MAD-DC,2025-07-07 10:00:00,23.108866942013524,36.020464792079274,19.336190276060282,OK
device-01,MAD-DC,2025-07-07 11:00:00,25.68942380210105,38.351416857078654,32.54074281069615,OK
device-01,MAD-DC,2025-07-07 12:00:00,25.507576585582683,39.07069025086134,34.15802208402908,OK
device-01,MAD-DC,2025-07-07 13:00:00,25.325460101200033,38.475500763121595,31.933695029607744,OK
device-01,MAD-DC,2025-07-07 14:00:00,24.02904046519293,31.18919006399587,28.46907430134158,OK
device-01,MAD-DC,2025-07-07 15:00:00,26.34525626441239,40.19991000400944,14.960548083536011,OK
device-01,MAD-DC,2025-07-07 16:00:00,22.529299673338155,41.98760802089276,16.33224726835939,OK
device-01,MAD-DC,2025-07-07 17:00:00,23.687945403229488,41.15608262580836,34.82444462318186,OK
device-01,MAD-DC,2025-07-07 18:00:00,23.778876931383216,38.986720874786265,31.79946547300446,OK
device-01,MAD-DC,2025-07-07 19:00:00,23.970633992153928,36.37414011151756,25.721933159216533,OK
device-01,MAD-DC,2025-07-07 20:00:00,24.99184903522754,34.932218969247074,38.75576438308575,OK
device-01,MAD-DC,2025-07-07 21:00:00,24.680460147681398,38.69356106510987,42.05232235716371,OK
device-01,MAD-DC,2025-07-07 22:00:00,25.66844600537947,41.38653786292224,7.726336599829757,OK
device-01,MAD-DC,2025-07-07 23:00:00,24.872139743226544,39.850953532662245,35.305193227007905,OK
device-01,MAD-DC,2025-07-08 00:00:00,26.36302188092463,35.806278228694985,43.34932604298058,OK
device-01,MAD-DC,2025-07-08 01:00:00,24.654653214258825,37.90992185476452,37.79559101747577,OK
device-01,MAD-DC,2025-07-08 02:00:00,25.190923355110666,41.94847968195028,48.030072155884625,OK
device-01,MAD-DC,2025-07-08 03:00:00,22.31872682637413,34.44517674935432,49.26084336430874,OK
device-01,MAD-DC,2025-07-08 04:00:00,25.346725646441993,36.04406868080762,20.56126166285175,OK
device-01,MAD-DC,2025-07-08 05:00:00,22.41790794282971,36.47377732380433,18.233895293659987,OK
device-01,MAD-DC,2025-07-08 06:00:00,24.160760755677394,35.648745784985934,35.36430010588557,OK
device-01,MAD-DC,2025-07-08 07:00:00,23.826821811117338,,36.950142296933564,OK
device-01,MAD-DC,2025-07-08 08:00:00,24.761190916210936,36.854233417414704,28.17652948852794,OK
device-01,MAD-DC,2025-07-08 09:00:00,26.27340453019199,39.30859332665986,33.88682967570688,OK
